FEN,Move
8/1p3p2/pR1p1bkp/P2P4/3Q1Bn1/5KPq/8/8 w - - 5 43,d4d3
8/1pp2kb1/8/3K3p/8/8/6p1/8 b - - 1 38,g2g1q
8/6p1/5pk1/6rp/7R/5K2/8/8 b - - 1 44,f6f5
8/7p/2N3k1/1BbP4/2P5/r7/4K3/8 b - - 2 47,h7h5
4Q3/8/8/8/4K3/8/2k5/8 w - - 9 52,e8h5
2r3k1/1pr3p1/p3ppp1/8/1qBP2P1/4P2P/4QP2/2R3K1 w - - 0 27,c4e6
8/8/pp6/8/1K6/4k3/8/8 w - - 4 51,b4c4
3r2k1/4nR1p/6p1/p7/4P3/1B5P/Pr4P1/2R3K1 b - - 0 27,b2b3
8/3b3p/3P4/p3K1P1/1k6/6P1/8/8 w - - 5 39,e5e4
rn1qkbnr/pp1b1ppp/2p1p3/3p4/2P5/1P4P1/PB1PPPBP/RN1QK1NR b KQkq - 0 5,f7f5
r1bq1rk1/ppp2ppp/5n2/2nppPN1/8/2P2Q2/PPP3PP/1RB2RK1 w - - 2 13,c1e3
4rrk1/p1p3pp/3b1p2/2P5/2P4n/1P1P4/PB1K4/R7 b - - 0 23,h4f3
8/6K1/kn5Q/8/6P1/8/8/8 w - - 1 48,h6c6
2k5/pp1b1pp1/2p4p/2P2p2/P4B2/1rP4P/5PP1/R5K1 w - - 1 24,f4e5
r2r2k1/pbq1bpp1/1p2p1np/4P3/2Pp3P/PP4P1/1BQNRPB1/4R1K1 w - - 0 21,g2e4
r3r1k1/p4ppp/b1p5/q5b1/3Q4/P1N5/1P2NPPP/3R1RK1 b - - 2 16,a6e2
r2q2kr/ppp1b1pp/2np1n2/6N1/3PP1b1/1Q6/PP3PPP/RNB2RK1 b - - 3 10,d6d5
8/8/1p6/2p5/2Pkp3/6K1/8/8 b - - 1 58,e4e3
2B5/p7/2p5/4p2P/4k1K1/8/5r2/2q5 b - - 1 48,f2h2
r1bqk2r/p3bpp1/2p2n1p/3p4/4p2B/2P1P2P/PP2BPP1/RN1QK2R b KQkq - 1 11,e8g8
r4b1r/pp2k2p/4bp2/1Bp5/3p3Q/2q5/P1P2PPP/R3R1K1 b - - 1 18,e7f7
r2qkbnr/ppp2ppp/3p4/8/2n1PB2/2NP1P2/PPP4P/R2QK2R w KQkq - 0 9,d3c4
r4rk1/ppb2ppp/n1p5/4p3/4P1b1/3QBNPP/qPP2PB1/2KR3R w - - 0 16,h3g4
rn1qk1nr/ppp2ppp/3bp3/5b2/4N3/3P2P1/PPP1QP1P/R1B1KBNR b KQkq - 0 6,b8c6
8/7p/4Nk1p/p4P2/R5P1/1r6/6K1/8 b - - 1 41,b3b4
2kr1b1r/pp2pppp/5n2/q2Pn2b/8/1BN1BP2/PP2N1PP/R2Q1RK1 w - - 3 14,d1d4
1k1r3r/pp1q2p1/3pb2p/4pp2/8/P2PB2P/1PP1KPP1/RQ5R w - - 0 18,f2f3
3k3r/5ppp/p2ppn2/8/3P4/4PN2/PP3PPP/R3K2R w KQ - 0 16,a1d1
2r4r/1p2kpp1/p1p4p/2n5/2B1P3/5P2/PPPR2PP/2KR4 w - - 2 21,b2b4
r4rk1/1p4np/p3b1p1/B1pp1q2/3P1N2/PQ2P3/1P3PBP/R3K2R b KQ - 1 22,g6g5
6k1/5ppp/2B5/5r2/2p2n2/P5Pb/7P/6K1 w - - 0 32,g1f2
1r3rk1/ppq2ppp/5b2/2p1pP2/4B1P1/2P2Q2/PP3P1P/3R1RK1 b - - 0 18,h7h6
r4rk1/p2qbppp/1p1p4/2pP2n1/8/PP4PP/2P1PPB1/BR1QK1R1 w - - 0 18,h3h4
rnb1kbnr/1pqp1ppp/p3p3/8/8/2N2NP1/PPP1PPBP/R1BQ1RK1 b kq - 1 7,d7d6
5rk1/2p2p1p/3p2p1/4p3/p1P1B3/8/P4PPP/1R4K1 b - - 0 24,f8d8
rnbqk1nr/3p2bp/2p2pp1/pP1Np3/2B1P3/5N2/1PPP1PPP/R1BQ1RK1 w kq - 0 9,d2d4
1r6/p3kp2/4p1p1/3b2P1/2pR4/7P/P1P2P2/K7 w - - 2 34,f2f3
r1b1k1nr/pp3ppp/4p3/3pP3/1q1n4/5N2/PP1N1PPP/R1Q1KB1R b KQkq - 1 10,d4f3
3r1rk1/p1p3p1/1p2p1Q1/3nP3/3P4/6RP/P4PPK/q7 b - - 0 23,f8f7
8/p7/1ppp1k1n/5P2/2PP1K1P/8/PP6/8 w - - 1 50,c4c5
r1q2rk1/p4pb1/1pp2npp/3pp3/4P3/2PR2PN/PPQN1P1P/4R1KB b - - 0 18,c8h3
r4b1r/ppp2k1p/2n2qp1/4p3/2Q5/3P4/PPP2PPP/RNB1K2R b KQ - 0 12,f6e6
r2q1rk1/5pp1/p1n1p2p/1P1p1b2/3P4/2n1PN2/4BPPP/R1BQ1RK1 w - - 0 16,d1d2
2rq1rk1/p2nbpp1/1p2p1p1/3p4/3PNB1P/2PB4/PP3PP1/2RQK2R b K - 0 17,d5e4
7Q/pk5p/2prp1b1/5pP1/8/5N2/PPP3PP/2K4R w - - 1 28,h8c3
r1bq2k1/p3rppp/2p5/2Pp4/4n3/2P2N2/PP3PPP/RN1QR1K1 b - - 0 13,e4c5
r7/7p/6kP/3pPpp1/2pP4/2q2P2/1r1R4/1Q2K3 w - - 0 46,b1b2
2r1k2r/3b1ppp/2pQ4/1p2P2q/p3B3/P1P5/1KP3PP/4R2R b k - 7 23,h5g5
r2qkbnr/1bpp1ppp/p1n1p3/8/2pPP3/3B1N2/PP3PPP/RNBQ1RK1 w kq - 0 7,d3c4
3r2k1/1p2b1pp/p3q3/3bBp2/1P5P/P3QP2/6P1/R5K1 w - - 0 28,e3d4
6k1/pp3p1p/2p1q1p1/3p4/3Q4/2P2P2/PP3PKP/8 w - - 3 26,d4a7
2kr3r/1pp5/1p1p4/4pqp1/8/2P3P1/PP2KP2/3RQR2 b - - 1 23,d8f8
2rr2k1/p4ppp/Npp5/3pn3/8/1P2P3/P4PPP/2R2RK1 b - - 3 24,c6c5
1k3b1N/1p4pp/4p3/1p6/4P3/5P2/nP3P1P/3R2K1 b - - 0 20,f8e7
1rr3k1/1b3ppp/1R1Bp3/P7/q3p3/4P1P1/4QP1P/3R2K1 b - - 7 29,a4a5
r3kb1r/pp3ppp/2b1p3/3pq3/3B3P/PP6/2P2PP1/RN1Q1K1R b kq - 0 13,e5f5
r1b1k2r/pp1p3p/2p1pQ2/3n4/2B5/8/P2B1PPP/4K1NR b Kkq - 0 15,d5f6
8/6Q1/8/4Rb2/7p/2B2k2/1P3P2/6K1 b - - 4 49,h4h3
8/1p4r1/3p1k2/p4p1p/PP1Rp3/4P1P1/5PK1/8 w - - 6 46,d4d6
3r1rk1/4q2p/p5p1/2p1bp2/2N1p3/1P2P3/P1R2PPP/4QRK1 b - - 0 24,e5c7
2R5/pp1K2kp/6pn/6n1/1P3P2/6P1/4r3/8 b - - 8 39,g5f7
r2qk2r/p4p2/4p2p/2p3p1/8/P3P1P1/1R1N1Pb1/3QK2R w Kkq - 0 22,h1h2
2rqr2k/1b1np1bp/p2p1pp1/1p1P4/7B/2N2N2/PP2QPPP/2R1R1K1 w - - 8 18,a2a3
r1b2rk1/pp2bppp/2n1p3/2p1P3/2B3n1/2N1BN2/PPP2PPP/3R1RK1 w - - 1 12,e3f4
1r1q1rk1/1p3pp1/p2p3p/2pP4/2P2R2/1Q1P2P1/PP5P/R5K1 b - - 0 19,f8e8
r1bqk1nr/p1pp1ppp/1p6/2b1p3/4P3/2P2N2/PP1PQPPP/RNB2RK1 w kq - 0 7,f3e5
r1b1k2r/ppp2pp1/2p5/2b3q1/4P3/2N4P/PPPP1P2/R1BQ1RK1 w kq - 1 11,d1g4
1rb1r1k1/p1q2pb1/3p2p1/1pnP4/2p5/P1N1BBN1/1PQ3PP/R4R1K b - - 0 21,e8e3
4k3/2R5/4P1p1/Pp6/3N4/P1Pb4/1K6/8 b - - 0 49,e8d8
4k3/pp6/3p4/2pP4/6p1/8/PPP4P/6K1 w - - 0 26,g1g2
r4rk1/ppp3pp/5q2/2bppbN1/8/2PPB3/PP3P1P/R2QKB1R b KQ - 1 12,c5e3
5k2/8/4pq2/2Qp4/8/2P4P/P1r2PP1/4R1K1 b - - 0 23,f8f7
8/1r5k/7p/1Nb2P2/P5R1/5P2/2N3PP/3r1K2 w - - 1 40,f1e2
8/1pk5/p1p1N3/P2pp1r1/8/4K3/1PP5/8 b - - 1 37,c7d6
r5k1/3b2bp/p1pp2p1/1p4q1/4P3/2P2P2/PP2QP1P/R2R2K1 w - - 1 18,g1f1
2r3k1/3r2p1/2p4p/1p1p4/p3PP2/P2Q2BP/1qR3P1/6K1 b - - 1 37,b2b3
rnb2rk1/ppp1n1bp/4p1p1/4P3/3q4/3B4/PPP3P1/RNBQK1NR w KQ - 0 10,d1e2
r3kb1r/p1q2ppp/2p1pnb1/3pN3/3P2P1/2P4P/PP3P2/RNBQ1RK1 w kq - 0 12,c1f4
r4rk1/p2n2pp/2p3b1/3p1p2/1b1P4/P1N1B2P/1PPQ1P2/2KR3R b - - 0 16,f5f4
4k1rB/R3n3/8/3P3p/4Ppp1/P7/5PPP/1R4K1 w - - 1 29,h8f6
6k1/5p1p/4pqp1/3p4/2n4P/4P1P1/1r3P2/R2Q2K1 b - - 0 33,f6f2
r3k2r/ppp2ppp/4pn2/3p4/1b1Pb2q/1PN1P2P/PBPQNPP1/R3K1R1 w Qkq - 1 12,a2a3
5rk1/2p4p/1p4p1/1PnbNp2/8/2Q1P3/P5PP/2R2RK1 b - - 3 28,f8e8
2rqk2r/1p1bbppp/p2ppn2/8/2n1PBPP/1NN2P2/PPP2Q2/2KR1B1R w k - 1 15,f1c4
rn2k2r/ppp2pp1/3b3p/3Pp3/4Pq1P/2NB4/PPPQ4/2KR1R2 b kq - 5 18,f4d2
2kr1b1r/p4ppp/b1p5/8/1Pp5/N3PN2/P2B1PPP/R4RK1 w - - 0 16,f1c1
rnbqnrk1/pp2b1pp/2p5/3pp2P/5pP1/P1PP1P2/1PK1P3/RNB1QBNR b - - 0 11,c6c5
r5k1/2R2pp1/p3p2p/8/P7/5PP1/2b3BP/6K1 w - - 1 41,c7c2
r6r/2pk1p1p/p1np2p1/1p2p3/1P2P3/2PP1P2/P1BK1P1P/R6R b - - 0 18,a6a5
r3k2r/pb1n1qbp/1ppp1p2/4n1P1/2P1P2P/2N1BN2/PP1Q4/2KR1B1R w kq - 1 17,f3d4
r1bqr1k1/1ppn1pbp/3p2p1/p1n5/2PNP3/1PN1BP2/P1Q1B1PP/R4RK1 w - - 1 13,d4b5
2bq1r1k/7p/6p1/1pRB4/p1pP1r2/P1P5/2Q2PPP/1R4K1 w - - 2 27,c2e2
rn2k2r/pbp3qp/1p2pbp1/3p2B1/7P/3B1Q2/P1P2PP1/1K1R3R w kq - 2 18,g5f6
2r5/2P2pk1/4p1p1/7p/R6P/P3P1P1/5PK1/8 w - - 1 38,a4c4
3r1rk1/p5pp/8/6q1/1Q6/8/PPP2PPP/3R1RK1 b - - 4 19,d8d1
7k/pp6/4K2p/8/8/8/7r/8 w - - 0 41,e6f7
8/1p6/2k2K2/p7/4q3/8/8/8 w - - 2 49,f6g7
1r5k/pq1r2p1/7p/3P4/3BP3/1p2Q3/1P4PP/2R2RK1 w - - 2 31,e3h6
1r1r2k1/5ppp/8/2p5/1qP5/4PB1P/5PP1/2R2RK1 w - - 2 28,g2g4
rnbq1rk1/ppp1ppbp/3p2p1/4P2n/3P4/2N3B1/PPP1BPPP/R2QK1NR b KQ - 4 7,h5g3
r3qrk1/1pN2ppp/p7/4p1B1/2bbP3/1P5P/4Q1P1/2R2K2 w - - 0 23,e2c4
3r4/p1p4p/1p6/2r1Bk2/5P2/2P3PK/5R1P/2R5 b - - 4 27,f5g6
rn2k2r/6pp/2pppn2/1p2p1qP/p3P3/P1NP2P1/BPP2P2/R2QK2R w KQkq - 1 15,a2e6
r4rk1/pp1R3p/1b3p2/4pp2/7P/4PNP1/bPR2PB1/6K1 b - - 1 18,f8f7
3rr1k1/ppR2pbp/4q1p1/8/8/1P3BP1/P1Q2P1P/5NK1 w - - 5 25,c7b7
r3r1k1/1pp2pp1/p4n1p/7P/5P2/2Nn1N2/2bP2B1/R1K4R w - - 4 23,c1c2
r3k2r/2q1bppp/b1nppn2/p7/1p1NP1P1/1B2BP2/PPPQN2P/2KR3R w kq - 1 14,b3a4
r3k2r/pp1q1p2/2pp1p1p/4p3/2B1P3/1P1PKP1P/P7/5Q1R w kq - 1 19,a2a4
8/6k1/8/5p1P/8/3K1N2/8/4R3 w - - 1 40,e1a1
r2q2nr/p1pbk1p1/1p2p1Qp/3p4/P1n5/2N2N2/RPP4P/4KB1R w K - 4 16,g6g7
4r3/6kR/p1p3p1/5bN1/P4P2/2q5/P1P3P1/3K4 b - - 1 27,g7g8
r4rk1/p1p2ppp/2Q5/8/P4qb1/1P1P4/2P2K1P/6R1 w - - 2 21,f2g2
6k1/1p1b3p/2p2p2/p1P3b1/3P2P1/2P2K1N/1B6/8 b - - 2 31,g5d2
3q2k1/p5bp/4p1p1/2p5/2p1PB2/2Pr3P/PP2Q1P1/R5K1 b - - 3 27,h7h5
8/p2p1p2/2pk4/4r3/4B3/8/PPK4P/4R1R1 w - - 1 30,c2b1
r4rk1/pp2qppp/2p5/3p4/8/2P1PQP1/PP3PP1/R4RK1 b - - 2 18,f8e8
b7/p6p/1p3p2/1Pk1p1p1/PPB5/2K2P2/6PP/8 b - - 0 29,c5d6
8/8/R5nk/5K2/5p1p/6r1/8/8 w - - 0 47,a6a8
2b2r2/p2q2kp/1p3ppR/3Bp3/8/4pPP1/P1P3KP/3R4 w - - 7 30,h6h7
rnb2b1r/pp1kp3/3pN1p1/4B3/3P3p/2P5/PP3PPP/R3K2R b KQ - 0 22,d6e5
1k6/p7/2R1p2b/1P2P3/3P4/r1B2q2/2K5/8 b - - 9 36,f3h1
8/N7/b4k1p/8/4p3/P2pN1P1/BP2rp1P/3R1K2 w - - 2 32,a2c4
r5k1/5pbp/2Q3p1/1P6/3Pp3/r3P2P/5PP1/2R3K1 b - - 0 30,a8b8
R7/3k1p2/3p4/8/4P3/4KP2/1q3nPP/8 b - - 12 38,f2d1
1rb3k1/p2rnpbp/1p2p1p1/8/4P3/2N2N2/PPP2PPP/R3KB1R w KQ - 0 11,h2h4
4Brk1/pp4bp/3q2p1/3P4/1n1Pp3/1P2P2P/PQ1N2P1/R3R1K1 b - - 0 28,f8e8
2kr3r/pbpnq1pp/1p1p4/4N3/4P3/B1PB4/P1P1Q1PP/4RRK1 b - - 0 16,e7e5
6k1/p1pn1pbp/bq2rnp1/N3p3/PB1pP3/1Q1P1NP1/5PBP/4R1K1 w - - 1 22,g2h3
2kr4/p1p1qppp/8/3r4/3P1B2/5P2/PQ2B2P/1R3RK1 b - - 3 19,d5g5
r1bqk2r/ppp1npp1/3p3p/2b1p3/4P3/1BPP1N2/PP3PPP/R1BQ1RK1 w kq - 0 11,f3e1
rnbqkbnr/p1pppp1p/1p4p1/4P3/8/5Q2/PPPP1PPP/RNB1KBNR b KQkq - 0 3,b8c6
8/5k1K/8/8/8/8/8/6r1 w - - 8 61,h7h6
6Q1/4K3/8/2p1k3/3p4/PR1P4/1p3r2/8 b - - 2 62,e5f4
2rqkbnr/pp3ppp/2n1p3/1Bp1P3/8/2NPBQ1P/PPP3P1/R3K2R b KQk - 1 11,f7f5
4r3/p1p2pk1/5n1p/6p1/6P1/2Pr2B1/P5PP/1R2R1K1 w - - 0 24,e1e8
r2qk2r/2p2pp1/p1ppbn1p/2b1p3/4P2B/2NP3P/PPP2PP1/R2QK1NR w KQkq - 0 10,g1e2
2k5/p6p/2P4p/2p1p3/P4p2/2KR1P2/5P1P/8 b - - 0 31,c8c7
5rk1/N4ppp/1p2pbb1/8/P1r5/2N4P/1P3PP1/3R1RK1 w - - 1 22,d1d2
6rk/7p/3p1p2/1Pp3qp/2P5/r3PR1P/P2Q2P1/2R3K1 w - - 1 32,g1h1
r1bq1rk1/p2pbpp1/2p2n1p/4p3/2B1P2B/2N5/PPP2PPP/R2QK2R w KQ - 2 10,e1g1
7N/3k3p/4p2B/8/6P1/8/5K1P/R6R w - - 1 40,h1d1
r2q1rk1/2pbbppp/5n2/p2p4/1p3B2/1P1P1N2/1PPQNPPP/R4RK1 w - - 0 15,f4e5
r7/p1p4p/bp1p2k1/3P2p1/3P4/8/PP3nK1/3q4 w - - 0 35,g2h2
rnb1kbr1/pp2q1pp/2P2p2/4p3/8/1Q3N2/PPPP1PPP/RNB1K2R b KQq - 0 8,e7f7
rn2kbnr/ppp2ppp/8/q7/4P3/5Q2/PPP2PPP/RNB1KB1R w KQkq - 1 8,c1d2
1k1r2r1/pq2b3/2n2p2/3P4/1pQ5/1P1P2P1/P4P1P/RN2R1K1 b - - 0 28,c6e5
3rr1k1/p1q2pp1/2b4p/3nn3/8/1N1B2P1/PBPQ1P1P/1R2R1K1 w - - 1 24,b2e5
3r1k2/6Np/p6P/1p1B4/2p5/2NnR1P1/PP3P2/6K1 w - - 5 32,g7e6
r1b2b1r/p4ppp/2n1pn2/k1p5/Np2P3/1P3N2/P1PB1PPP/2KR1B1R w - - 0 13,d2f4
6k1/3b2pp/pp1p4/2pPn2P/P1q5/5BP1/1P2R1K1/8 w - - 0 31,b2b3
r2r2k1/ppq2ppp/2pb4/8/3R4/P2b1N1P/1PP2PP1/R1BQ2K1 w - - 0 15,d4d3
rn1qkb1r/ppp2bpp/3p4/4p3/8/2N1BPPP/PPP1N1B1/R2QK2R w KQkq - 0 13,f3f4
2kr3r/1pp2pp1/1b1p1q2/pP5p/P1BPPnb1/BQ3N2/3N1P1K/R5R1 w - - 1 20,c4f1
5rk1/p1p2p2/bb4p1/2p1B2p/1P2P2P/P1P1r1PN/3N4/R2K3R b - - 3 19,f7f6
r2q1rk1/p2n1pbp/1pp1p1p1/3pP3/3P3P/2P2QP1/PP1N1P2/R1B2RK1 b - - 1 16,f7f6
3r1rk1/ppp4b/3pqppP/2b5/2P1P1P1/2P1BQ2/PP1N1P2/2KR3R b - - 0 20,g6g5
r4rk1/2q2ppp/p3p3/3p4/PPpNb3/2Q1P1PP/R4P2/6KR w - - 0 28,f2f3
rn1qk2r/1bpp1pp1/p6p/1p6/4n3/1BN2N2/PPP3PP/R1BQbK2 w kq - 0 13,c3e4
2k4r/1npqbp2/p4n2/1p1ppN1p/PP2P1rN/1BPPB1P1/5PK1/R2R4 b - - 0 23,g4h4
r4rk1/5ppp/p2p4/b1nPp3/1RBn4/2N2P2/3B1PKP/2R5 w - - 0 27,b4b2
8/2p3k1/8/8/7R/8/1P2r1PP/1K4R1 b - - 0 42,c7c5
6k1/p2r2N1/1p5p/1P3p2/2P5/6P1/PB2rK1P/8 w - - 0 31,f2e2
r2q1rk1/3n1ppp/p3p3/1p1pNb2/1Q1PnP2/P3P3/1P2B1PP/RN3RK1 b - - 0 15,d7e5
8/p5Kp/3k2pP/1p6/6P1/2p5/2B5/8 b - - 1 49,d6d5
2kr3r/1p3pR1/pbnp4/2p1p2p/2P1P2P/N2PBP1q/PP3Q2/3K4 w - - 0 21,a3c2
r4r1k/ppp2p1p/8/b5R1/4P3/2P2B2/PP1P4/R1BK4 b - - 2 21,c7c5
3rkb1r/5p2/3pq3/1p2p1pp/2P1P3/3Q4/4NPPP/R4RK1 w k - 0 19,c4b5
4k3/4b2r/4p3/8/1q1B1P2/n2R1NPp/P6P/2KR4 b - - 11 31,b4b1
r4rk1/p1P2ppp/2p5/8/5q2/2N4P/PP4P1/R2nR1K1 w - - 0 19,c7c8n
7r/1p3p2/p2k4/3P1P2/1P1K1B2/7p/8/8 b - - 1 40,d6d7
8/5p1p/R3pp2/8/6k1/1r1r4/5PK1/R7 b - - 0 38,b3b2
r2qkbnr/ppp2ppp/2n5/3bp3/8/3P4/PP1NPPPP/R1BQKBNR w KQkq - 0 6,a2a3
r1b1r1k1/pp3pp1/3bp1np/3p4/3P4/1Pn2NP1/P1B2PKP/R1B1RN2 w - - 0 18,c2g6
1rr3k1/2q2pb1/p2ppn1p/2P3p1/3PQ3/P2B3P/5PPB/1R2R1K1 w - - 3 25,e4f3
8/8/8/6kp/1PK5/8/8/8 b - - 1 51,h5h4
r2q1rk1/pp2ppbp/2n3p1/8/3pP1b1/2P1BN2/P3BPPP/1R1Q1RK1 w - - 0 12,f3d4
r4rk1/ppp1bppp/2n2n2/1N2p1Nb/2B1P3/7P/PPP2PP1/R1B2RK1 b - - 2 12,a8d8
1r6/1p2kpp1/P6p/8/2P2P1P/1P4P1/5P2/1R4K1 b - - 0 35,b7a6
5rk1/p1p2ppp/1pN5/1B1pp1q1/3P4/4P3/PPP2KPP/R2R4 w - - 0 16,c6e5
q6r/p3kpbp/2p2np1/3p1b2/5B2/P1P5/6PP/1R1QK1NR w K - 2 17,b1c1
2r4k/p4Q2/7p/6pP/6P1/4K3/PPb3q1/5R2 w - - 1 34,f7f6
r1bqk1nr/ppp2ppp/2np4/2bNp3/2P1P3/5NPP/PP1P1PB1/R1BQK2R b KQkq - 1 8,g8e7
R7/8/8/5kp1/5p1p/5P1P/5K2/8 b - - 17 58,f5g6
4rrk1/pp1q2pp/2p1b3/5p2/2P5/PPbP3P/1B2RPP1/R2Q2K1 w - - 0 18,b2c3
r1b1r1kb/p3q2p/2pp1ppB/P7/1PPpP3/6P1/3Q1PBP/R4RK1 w - - 0 22,a1b1
r2qkb1r/ppp2p2/2n2Qp1/3Pp1Pp/2B3b1/8/PPPP1P1P/RNB1K1NR b KQkq - 0 8,d8f6
r2qkb1r/pb2pp1p/1pnp1np1/2p5/2B1P3/2PP1N2/PP1N1PPP/R1BQ1RK1 w kq - 0 8,d3d4
r3r1k1/1b1p2pp/3B4/pP1PpP1n/P1p5/2P2PP1/3K3P/R5NR b - - 0 21,h5f6
r1b1qrk1/pp1nb1p1/2n4p/2p1p2P/4P3/2P4N/PP2QP2/R1BNKBR1 b Q - 3 18,g8h8
8/1p1r1k2/1R4p1/2p2p1p/P4P1P/4KP2/8/8 w - - 2 36,b6b5
rn2kb1r/p3p2p/2p1p1p1/8/4n3/5N2/PPPP1PPP/RNB2RK1 w kq - 4 11,f1e1
r1bq1rk1/2pn1pb1/p2p2np/Pp1Pp1p1/1P2P3/2N2NB1/B1P2PPP/R2QR1K1 w - - 1 19,f3d2
7r/8/p1R5/1p1kNp2/1P1P4/P3PKP1/5P2/8 w - - 1 50,f3f4
rn3rk1/p4pbp/3N2p1/1PpP4/8/5B1P/Pq3PP1/2RQR1K1 b - - 0 18,b8d7
r3kb1r/1p3ppp/p1q5/3N1n2/5B2/4P3/PP1Q1PPP/R3K2R w KQkq - 1 14,d5c7
4QK2/3q4/8/8/8/5k2/8/8 w - - 1 65,e8d7
1b2R1k1/p5pp/2pn4/6B1/6b1/5N2/PP3PPP/6K1 b - - 0 21,d6e8
1r3rk1/2q1npp1/2nb3p/3p4/3Pp3/2P1B1PP/2NQ1P1N/R4RK1 b - - 1 25,f7f5
r3r1k1/1p1N1pbp/p2p2pq/P7/P2P4/4P2P/1B2BPP1/2RQ1RK1 w - - 1 23,d7b6
r1bqk1nr/1pp2pp1/1pnp3p/8/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 9,d4b5
r3qr2/pp2np1k/2p2R1p/4P3/6Qp/3P4/PP4PP/3R2K1 w - - 0 22,d3d4
r4r2/1ppk2b1/p2pp2p/5P2/2PN4/8/PP3PPP/3R1RK1 b - - 0 17,e6f5
r1bqr1k1/ppp2pb1/2np1npp/8/3PP2B/2NB3P/PP2NPP1/R2Q1RK1 b - - 1 11,c6b4
r2qkb1r/pp2ppp1/2n2n1p/3p1b2/8/3P1NP1/PP2PPBP/RNBQ1RK1 w kq - 2 8,b2b4
1rb1r1k1/2p3pp/p3P3/2Np1p1q/3P1Q2/2P5/PP4PP/4RRK1 w - - 1 23,b2b4
r2qkb1r/ppp2p1p/3p2p1/4p3/2P5/2N1P1P1/PP1PKPBP/R1nQ2NR w kq - 0 11,a1c1
8/8/8/8/7p/5p1k/5K1P/8 b - - 1 61,h3g4
2kr3r/ppp4p/3p1p1b/3N2p1/3BP1n1/3P4/PPP2P1q/R2QRK2 b - - 0 18,g4e5
8/8/4p3/8/3R3R/1N3P1P/8/5krK w - - 2 42,h1h2
8/3Q4/6K1/8/6PP/2k5/2p5/8 w - - 2 60,h4h5
8/3B4/7p/1p4p1/1Pk2bP1/5K2/8/8 w - - 2 47,f3e2
4r2k/pp3ppp/5n2/4b3/6P1/B4P2/PPr4P/R2R2K1 b - - 2 22,e5h2
8/8/p7/8/1P6/2Pk4/Q1Q5/4K3 b - - 8 52,d3e3
5rk1/pp3p1n/6pQ/3p1PP1/3q4/P3p1P1/6K1/5R2 b - - 0 32,d4d2
5rk1/2pq2p1/p3p2p/1pRn1r2/1P1PQ3/P2B3P/5PP1/2R3K1 w - - 1 25,c1c2
4r3/Q3Bk2/p3p2p/1qp3p1/8/2P5/P1P2PPP/3R1RK1 b - - 0 24,e8e7
r2q1rk1/1p1nnppb/p3p2p/3pN3/3P4/2P2N1P/PP2BPP1/R2Q1RK1 w - - 6 15,a2a4
8/8/5k2/6p1/2B5/3r2PK/8/8 b - - 0 48,d3g3
rnbqkb1r/pp2p3/2p2p2/3p1npp/3P4/2P2NBP/PP2PPP1/RN1QKB1R w KQkq - 1 8,g3b8
6Q1/5Q2/3p3k/2pP4/1pP5/1P1qp1PK/8/8 b - - 0 48,e3e2
1r2rnk1/1pp2p1p/p2p2pb/3P3n/2P2p2/1P4Pq/PB1NPN1P/R2Q1RK1 b - - 1 21,h3d7
3rkb1r/pp3p1p/5qp1/2p2p2/Q2Np1P1/2P5/PP4PP/R4RK1 b k - 1 18,d8d7
r1b2rk1/2p3pp/p1q5/5p2/2P1P3/4P2P/PP2B1P1/R2Q1RK1 b - - 0 17,c6e4
4k3/1b2b3/2r1Q2p/p1q5/2B4P/1P3P2/P3N1K1/2R4R w - - 5 34,e6g8
2k5/1p3p2/pq2p3/3pPpP1/2pP2r1/P1P2Q2/1P3K1B/2R5 w - - 1 30,c1b1
4n1k1/1p1r1pbp/pQn3p1/4P3/5B2/2N5/PPP2PPP/5NK1 w - - 1 22,b6e3
r4rk1/ppp2p1B/8/2bN2n1/2P3b1/4P3/PP3PPP/R3K2R b KQ - 0 16,g5h7
2r2rk1/p4pp1/1p2p2p/2bbP3/8/1P1BB2P/P4PP1/1R1R2K1 w - - 5 20,d3a6
2r3k1/p1q2pb1/1p4p1/4p1P1/4P3/1Pr2NKR/P2RQ3/8 b - - 8 34,c8d8
2k4r/p1pbp1b1/1p3p2/6pp/8/5PN1/PPPB2PP/2K1R3 w - - 2 23,e1e7
2kr3r/1ppbqppp/Pb2pn2/n7/3P4/P1NBPN2/2QB1PPP/R4RK1 b - - 0 14,d7c6
Qn2kb1r/p1p1pppp/6q1/3P1b2/2P5/4BN2/PP3nPP/RN2KB2 b Qk - 0 12,f7f6
r2q4/p2knrb1/1pn1p2p/1N1pP1pP/3P1pP1/3B1Q2/PP1B1P2/2R2RK1 w - - 2 19,b5d6
4k2r/r1p2p1p/pbn1pp2/8/5P2/3P4/PPP3RP/R1Bq3K w k - 0 20,g2g1
rnbq1rk1/pp2b2p/3p1np1/2p2p2/4p2P/1P2P1P1/PBPPNPB1/RN1QK2R b KQ - 1 10,b8c6
8/4k3/3P4/4p3/8/3P4/2P5/6K1 b - - 0 39,e7f8
r2qb1nr/ppp1k2p/5p2/3p2p1/3n4/2N2QP1/PPPN1PP1/2KR1B1R b - - 3 14,d4f3
8/2p3p1/b3k3/2p5/2P1pr2/1r6/8/N1KRR3 b - - 3 38,b3c3
